"warehouse_code","location_id","owner","product_code","description","expiry_date","pallet_id","quantity_on_hand","age","balance_shelve_life_to_expire","product_group"
"TGIC",3011011,"KEG Asia Private Limited",67919345,"DOVE SHINY GOLD HAIR OIL 12X12X4X1ML","3/6/2024","UINT0000022351",12096,900,744,"HPC"
"TGIC",3011031,"KEG Asia Private Limited",67849530,"PONDS WB PERFECT SUPER CRM SPF15 4X3X50G","6/21/2023","UINT0000034494",3960,911,741,"HPC"
"TGIC",3011041,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036617",2304,1095,936,"HPC"
"TGIC",3011051,"KEG Asia Private Limited",67771883,"SUNSILK HC PERFECT STRAIGHT SPR4X3X320ML","4/30/2023","UINT0000001193",1932,730,364,"HPC"
"TGIC",3011061,"KEG Asia Private Limited",67469176,"CLEAR MEN CRT SHM SHWR FRESH 12X200ML","6/15/2023","UINT0000008494",3624,1095,584,"HPC"
"TGIC",3011071,"KEG Asia Private Limited",67919345,"DOVE SHINY GOLD HAIR OIL 12X12X4X1ML","3/6/2024","UINT0000022366",11088,900,716,"HPC"
"TGIC",3011081,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000033764",456,900,744,"HPC"
"TGIC",3011081,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000033763",468,912,389,"HPC"
"TGIC",3011091,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000033762",924,900,744,"HPC"
"TGIC",3011101,"KEG Asia Private Limited",67485474,"SUNSILK SH PERFECT STRAIGHT OC 12X650ML","1/24/2024","UINT0000038593",264,730,299,"HPC"
"TGIC",3011111,"KEG Asia Private Limited",67577113,"SUNSILK SH HEALTHY&LONG SF 4X3X320ML","9/10/2023","SYS15860442",1932,900,571,"HPC"
"TGIC",3011111,"KEG Asia Private Limited",67645308,"CLEAR MEN SH CSMENTHOL CR 12X650ML","8/31/2023","UINT0000014887",0,729,445,"HPC"
"TGIC",3011121,"KEG Asia Private Limited",67561327,"SUNSILK SH BLKSHN NEWSEREN OC 6X6X160ML","10/17/2023","UINT0000023061",3168,913,467,"HPC"
"TGIC",3011131,"KEG Asia Private Limited",67485474,"SUNSILK SH PERFECT STRAIGHT OC 12X650ML","1/24/2024","UINT0000038595",924,1080,541,"HPC"
"TGIC",3011141,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036618",2304,1095,936,"HPC"
"TGIC",3011151,"KEG Asia Private Limited",67919345,"DOVE SHINY GOLD HAIR OIL 12X12X4X1ML","3/6/2024","UINT0000022365",11088,900,744,"HPC"
"TGIC",3011161,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000028227",924,1095,936,"HPC"
"TGIC",3011301,"KEG Asia Private Limited",67919345,"DOVE SHINY GOLD HAIR OIL 12X12X4X1ML","3/6/2024","UINT0000022364",12096,900,716,"HPC"
"TGIC",3011311,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000033766",924,720,562,"HPC"
"TGIC",3011321,"KEG Asia Private Limited",67485474,"SUNSILK SH PERFECT STRAIGHT OC 12X650ML","1/24/2024","UINT0000038586",924,1080,541,"HPC"
"TGIC",3011331,"KEG Asia Private Limited",67461407,"CLEAR MEN CRT SHMP ICE COOL 12X200ML","6/15/2023","UINT0000008490",3672,900,508,"HPC"
"TGIC",3011341,"KEG Asia Private Limited",67577113,"SUNSILK SH HEALTHY&LONG SF 4X3X320ML","9/10/2023","SYS15860441",1932,900,571,"HPC"
"TGIC",3011351,"KEG Asia Private Limited",67469176,"CLEAR MEN CRT SHM SHWR FRESH 12X200ML","6/15/2023","UINT0000008495",3672,1095,584,"HPC"
"TGIC",3011361,"KEG Asia Private Limited",67650206,"CLEAR MEN SH HFM CR 8X6X165ML","11/22/2023","UINT0000031055",3888,1095,551,"HPC"
"TGIC",3011371,"KEG Asia Private Limited",67561327,"SUNSILK SH BLKSHN NEWSEREN OC 6X6X160ML","10/17/2023","UINT0000023059",3168,913,470,"HPC"
"TGIC",3011381,"KEG Asia Private Limited",67465326,"SUNSILK SH SMO&MANAGEABLE SPL 4X3X320ML","11/4/2023","UINT0000033759",1932,1095,242,"HPC"
"TGIC",3011401,"KEG Asia Private Limited",67577113,"SUNSILK SH HEALTHY&LONG SF 4X3X320ML","9/10/2023","SYS15860439",1932,1095,774,"HPC"
"TGIC",3011421,"KEG Asia Private Limited",67468942,"CLEAR MEN SH HFM CARAT 8X3X320ML","8/23/2023","UINT0000013151",2304,730,298,"HPC"
"TGIC",3011461,"KEG Asia Private Limited",67919345,"DOVE SHINY GOLD HAIR OIL 12X12X4X1ML","3/6/2024","UINT0000022363",12096,911,725,"HPC"
"TGIC",3011471,"KEG Asia Private Limited",67561309,"SUNSILK SHAMPOO HFSOLUTION OC 12X650ML","1/24/2024","UINT0000038605",924,913,466,"HPC"
"TGIC",3011481,"KEG Asia Private Limited",67468942,"CLEAR MEN SH HFM CARAT 8X3X320ML","8/23/2023","UINT0000013152",2304,540,158,"HPC"
"TGIC",3011491,"KEG Asia Private Limited",67478653,"CLEAR MEN CRT SHMP 2IN1 ACTVSP 12X200ML","6/19/2023","UINT0000008496",3624,900,526,"HPC"
"TGIC",3011501,"KEG Asia Private Limited",67478653,"CLEAR MEN CRT SHMP 2IN1 ACTVSP 12X200ML","6/19/2023","UINT0000008497",3672,900,510,"HPC"
"TGIC",3011511,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000033765",924,900,744,"HPC"
"TGIC",3011521,"KEG Asia Private Limited",67465326,"SUNSILK SH SMO&MANAGEABLE SPL 4X3X320ML","11/4/2023","UINT0000033760",1932,1095,242,"HPC"
"TGIC",3011531,"KEG Asia Private Limited",67561312,"SUNSILK SHAMPOO CLNFRSH OC 4X3X320ML","9/5/2023","UINT0000018750",0,913,467,"HPC"
"TGIC",3011531,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","9/22/2023","UINT0000033768",924,720,562,"HPC"
"TGIC",3011541,"KEG Asia Private Limited",68289369,"DOVE DE INTENSE REPAIR CD 12X660ML","11/7/2023","UINT0000033767",924,1095,936,"HPC"
"TGIC",3011551,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036619",2304,1095,936,"HPC"
"TGIC",3011561,"KEG Asia Private Limited",67485728,"SUNSILK SH PERFECT STRAIGHT OC 4X3X320ML","10/29/2023","UINT0000033855",0,1080,513,"HPC"
"TGIC",3011561,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036620",2304,1095,936,"HPC"
"TGIC",3011571,"KEG Asia Private Limited",67485728,"SUNSILK SH PERFECT STRAIGHT OC 4X3X320ML","10/29/2023","UINT0000033856",0,1080,513,"HPC"
"TGIC",3011571,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036622",2304,1095,936,"HPC"
"TGIC",3011581,"KEG Asia Private Limited",67468942,"CLEAR MEN SH HFM CARAT 8X3X320ML","8/23/2023","UINT0000013156",2304,540,158,"HPC"
"TGIC",3011591,"KEG Asia Private Limited",67483520,"CLEAR CRT SHMP MEN HERBAL 12X200ML","4/20/2023","UINT0000008528",3624,720,166,"HPC"
"TGIC",3011601,"KEG Asia Private Limited",67849530,"PONDS WB PERFECT SUPER CRM SPF15 4X3X50G","6/21/2023","UINT0000034491",3960,883,706,"HPC"
"TGIC",3012011,"KEG Asia Private Limited",67930962,"SUNSILK HC CLNFRSH SUP 8X3X160ML","2/22/2023","SYS15639391",1440,900,741,"HPC"
"TGIC",3012021,"KEG Asia Private Limited",67578045,"SIMPLE MISCELLAR WATER (AR)6X400ML","1/20/2024","UINT0000018988",1734,912,371,"HPC"
"TGIC",3012031,"KEG Asia Private Limited",32477779,"BABY DOVE SH RMOIST 6X200ML","10/15/2022","UINT0000017137",2568,1095,587,"HPC"
"TGIC",3012041,"KEG Asia Private Limited",67858691,"SIMPLE FC LOT CLN MICELLAR WATER 6X200ML","6/10/2024","UINT0000038782",2376,900,718,"HPC"
"TGIC",3012051,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15574741",2160,730,217,"HPC"
"TGIC",3012061,"KEG Asia Private Limited",67467267,"CITRA HBL NAT GLOW WHITE 6X6X60ML","3/10/2022","SYS15774758",6048,720,99,"HPC"
"TGIC",3012061,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036623",1824,1095,936,"HPC"
"TGIC",3012071,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","11/23/2022","SYS15599355",4572,1080,898,"HPC"
"TGIC",3012081,"KEG Asia Private Limited",67740372,"LUX BAR CRMY PERF NONAR FBLS 48X170G	","4/19/2024","UINT0000036481",5040,540,323,"HPC"
"TGIC",3012091,"KEG Asia Private Limited",67775594,"CAMAY CLASSIC RL 72X125G","8/26/2023","SYS15820683",6048,730,324,"HPC"
"TGIC",3012101,"KEG Asia Private Limited",67578045,"SIMPLE MISCELLAR WATER (AR)6X400ML","1/20/2024","UINT0000018989",1764,912,371,"HPC"
"TGIC",3012131,"KEG Asia Private Limited",67056274,"CLOSE UP DA MENTHOL FRESH UI 60X160G","5/5/2024","UINT0000024528",0,900,410,"HPC"
"TGIC",3012161,"KEG Asia Private Limited",67858691,"SIMPLE FC LOT CLN MICELLAR WATER 6X200ML","6/10/2024","UINT0000038783",2376,900,718,"HPC"
"TGIC",3012291,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/19/2022","SYS15780971",1008,1095,938,"HPC"
"TGIC",3012301,"KEG Asia Private Limited",67740367,"LUX BAR AQUADELIGHT NONAR FBLS 48X170G","4/8/2024","UINT0000036235",5040,730,334,"HPC"
"TGIC",3012311,"KEG Asia Private Limited",67740372,"LUX BAR CRMY PERF NONAR FBLS 48X170G	","6/15/2024","UINT0000036241",5040,730,314,"HPC"
"TGIC",3012321,"KEG Asia Private Limited",67740366,"LUX BAR SECRETBLISS NONAR FBLS 48X170G","6/10/2024","UINT0000036239",5040,730,334,"HPC"
"TGIC",3012331,"KEG Asia Private Limited",68125799,"SIMPLE KTS MICE WATER PO 4X3X45ML","1/6/2023","SYS15622204",4632,1080,881,"HPC"
"TGIC",3012341,"KEG Asia Private Limited",67740371,"LUX BAR SOFT ROSE NONAR FBLS 48X170G","6/11/2024","UINT0000036247",5040,730,335,"HPC"
"TGIC",3012351,"KEG Asia Private Limited",67645382,"CLEAR SH ICMENTHOL CR 8X6X170ML","6/12/2023","UINT0000005684",240,1095,847,"HPC"
"TGIC",3012351,"KEG Asia Private Limited",67645382,"CLEAR SH ICMENTHOL CR 8X6X170ML","9/2/2023","UINT0000017288",912,1095,754,"HPC"
"TGIC",3012361,"KEG Asia Private Limited",67467253,"CITRA HBL PEARLY WHITE UV 6X6X120ML","9/12/2022","SYS15748521",4032,720,340,"HPC"
"TGIC",3012391,"KEG Asia Private Limited",68339755,"LIFEBUOY SHP ANTI DANDRUFF UI 18X340ML","8/26/2023","UINT0000014552",1728,1080,643,"HPC"
"TGIC",3012401,"KEG Asia Private Limited",68426791,"PEPSODENT KIT TB LTP CAVTY FGHTR 192X20G","7/4/2022","SYS15780442",5376,900,777,"HPC"
"TGIC",3012411,"KEG Asia Private Limited",68426791,"PEPSODENT KIT TB LTP CAVTY FGHTR 192X20G","7/4/2022","SYS15780443",5376,900,775,"HPC"
"TGIC",3012421,"KEG Asia Private Limited",67740366,"LUX BAR SECRETBLISS NONAR FBLS 48X170G","6/10/2024","UINT0000036491",5040,730,334,"HPC"
"TGIC",3012431,"KEG Asia Private Limited",67858691,"SIMPLE FC LOT CLN MICELLAR WATER 6X200ML","6/9/2024","UINT0000038781",2376,900,718,"HPC"
"TGIC",3012441,"KEG Asia Private Limited",67112298,"SIMPLE LIQ HANDWASH MOISTURISING 6X250ML","7/16/2023","UINT0000030680",528,1080,532,"HPC"
"TGIC",3012451,"KEG Asia Private Limited",67112298,"SIMPLE LIQ HANDWASH MOISTURISING 6X250ML","7/16/2023","UINT0000030681",2256,1080,532,"HPC"
"TGIC",3012461,"KEG Asia Private Limited",67112298,"SIMPLE LIQ HANDWASH MOISTURISING 6X250ML","7/16/2023","UINT0000030679",2256,1080,614,"HPC"
"TGIC",3012471,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641889",1584,912,740,"HPC"
"TGIC",3012481,"KEG Asia Private Limited",67740371,"LUX BAR SOFT ROSE NONAR FBLS 48X170G","6/11/2024","UINT0000036248",5040,730,335,"HPC"
"TGIC",3012511,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","12/6/2022","SYS15602710",2628,1080,898,"HPC"
"TGIC",3012521,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15582116",6048,900,611,"HPC"
"TGIC",3012531,"KEG Asia Private Limited",67112298,"SIMPLE LIQ HANDWASH MOISTURISING 6X250ML","7/16/2023","UINT0000030678",2256,1080,532,"HPC"
"TGIC",3012541,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15582113",5760,900,549,"HPC"
"TGIC",3012551,"KEG Asia Private Limited",67112298,"SIMPLE LIQ HANDWASH MOISTURISING 6X250ML","7/16/2023","UINT0000030677",2256,1080,532,"HPC"
"TGIC",3012561,"KEG Asia Private Limited",67112298,"SIMPLE LIQ HANDWASH MOISTURISING 6X250ML","7/16/2023","UINT0000030676",2256,1080,615,"HPC"
"TGIC",3012581,"KEG Asia Private Limited",20288832,"PEPSODENT ACTION123 12X12x75g","11/4/2023","UINT0000002961",8064,900,-12,"HPC"
"TGIC",3012591,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15567431",2664,1080,532,"HPC"
"TGIC",3012601,"KEG Asia Private Limited",20288832,"PEPSODENT ACTION123 12X12x75g","11/4/2023","UINT0000002959",8064,900,-44,"HPC"
"TGIC",3013011,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","11/26/2022","SYS15599347",4608,1080,898,"HPC"
"TGIC",3013021,"KEG Asia Private Limited",67858466,"TRESEMME COND KERATIN SMOOTH V1 6X400ML","12/13/2023","UNIT0000019618",612,720,386,"HPC"
"TGIC",3013031,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15574739",2700,900,452,"HPC"
"TGIC",3013041,"KEG Asia Private Limited",67578045,"SIMPLE MISCELLAR WATER (AR)6X400ML","1/20/2024","UINT0000018987",1764,912,371,"HPC"
"TGIC",3013051,"KEG Asia Private Limited",21183577,"VASELINE MEN OIL CONTROL FW PJ 24X100G","5/13/2023","SYS15791202",2496,912,414,"HPC"
"TGIC",3013061,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15574740",2700,1080,532,"HPC"
"TGIC",3013071,"KEG Asia Private Limited",68508727,"PONDS BRIGHT BEAUTY TONEUP CREAM 4X3X50G","6/19/2024","UINT0000034481",1740,1095,1031,"HPC"
"TGIC",3013081,"KEG Asia Private Limited",68219341,"LUX SG SILK SENSATION ISYTK 2N1 24X250ML","6/22/2023","UINT0000036616",1464,1095,936,"HPC"
"TGIC",3013091,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","11/19/2022","SYS15599356",4680,1080,898,"HPC"
"TGIC",3013101,"KEG Asia Private Limited",67578045,"SIMPLE MISCELLAR WATER (AR)6X400ML","1/20/2024","UINT0000018986",1764,912,371,"HPC"
"TGIC",3013111,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","11/18/2022","SYS15599358",4680,1080,898,"HPC"
"TGIC",3013121,"KEG Asia Private Limited",67775600,"CAMAY CLASSIC RL 24X3X125G","9/15/2023","UINT0000023604",2016,730,338,"HPC"
"TGIC",3013131,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","11/17/2022","SYS15599360",4236,1080,898,"HPC"
"TGIC",3013141,"KEG Asia Private Limited",68494540,"PONDS BRIGHT BEAUTY DAILY FS 4X6X100G","4/23/2024","UNIT0000021915",3648,912,792,"HPC"
"TGIC",3013141,"KEG Asia Private Limited",68494540,"PONDS BRIGHT BEAUTY DAILY FS 4X6X100G","4/23/2024","UNIT0000021915A",1128,912,789,"HPC"
"TGIC",3013151,"KEG Asia Private Limited",67858490,"TRESEMME SHAMP KERATIN SMOOTH V1 6X400ML","3/20/2023","UNIT0000019619",912,900,724,"HPC"
"TGIC",3013161,"KEG Asia Private Limited",68125795,"SIMPLE KTS HYDRA MOISTURISER 4X3X50ML","11/15/2022","SYS15599331",3372,1080,898,"HPC"
"TGIC",3013291,"KEG Asia Private Limited",68125795,"SIMPLE KTS HYDRA MOISTURISER 4X3X50ML","11/15/2022","SYS15599332",4680,1080,898,"HPC"
"TGIC",3013301,"KEG Asia Private Limited",67919716,"SIMPLE GEL CLEAR PORE SCRUB 6X150ML","7/6/2023","UINT0000018296",3042,911,725,"HPC"
"TGIC",3013311,"KEG Asia Private Limited",67740369,"LUX BAR MAGICALBUTY NONAR FBLS 48X170G","6/17/2024","UINT0000036244",5040,730,334,"HPC"
"TGIC",3013321,"KEG Asia Private Limited",68669623,"SIMPLE REFRESHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034570",0,720,825,"HPC"
"TGIC",3013331,"KEG Asia Private Limited",67740369,"LUX BAR MAGICALBUTY NONAR FBLS 48X170G","6/17/2024","UINT0000036245",5040,730,334,"HPC"
"TGIC",3013341,"KEG Asia Private Limited",67740372,"LUX BAR CRMY PERF NONAR FBLS 48X170G	","6/15/2024","UINT0000036242",5040,730,314,"HPC"
"TGIC",3013351,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/20/2022","SYS15691634",1008,1095,938,"HPC"
"TGIC",3013361,"KEG Asia Private Limited",67887786,"SIMPLE LQD HSP HRSPR GENTLE CARE 6X250ML","10/7/2023","UINT0000030878",942,900,535,"HPC"
"TGIC",3013371,"KEG Asia Private Limited",67740366,"LUX BAR SECRETBLISS NONAR FBLS 48X170G","6/10/2024","UINT0000036238",5040,730,334,"HPC"
"TGIC",3013391,"KEG Asia Private Limited",67887786,"SIMPLE LQD HSP HRSPR GENTLE CARE 6X250ML","10/7/2023","UINT0000030871",2256,900,535,"HPC"
"TGIC",3013401,"KEG Asia Private Limited",67887786,"SIMPLE LQD HSP HRSPR GENTLE CARE 6X250ML","10/7/2023","UINT0000030869",2256,900,587,"HPC"
"TGIC",3013411,"KEG Asia Private Limited",67907164,"LIFEBUOY SHP KUAT&BERKILAU 18X340ML","7/26/2023","UINT0000009535",1728,1095,733,"HPC"
"TGIC",3013421,"KEG Asia Private Limited",67907150,"LIFEBUOY SHP KUAT&BERKILAU 36X170ML","10/10/2022","SYS15780454",2808,1080,763,"HPC"
"TGIC",3013431,"KEG Asia Private Limited",67907150,"LIFEBUOY SHP KUAT&BERKILAU 36X170ML","10/10/2022","SYS15780455",2808,912,689,"HPC"
"TGIC",3013441,"KEG Asia Private Limited",67224920,"SIMPLE WBOOST HYDRATING BOOSTER 8X25ML","7/9/2022","SYS15507769",9472,900,439,"HPC"
"TGIC",3013451,"KEG Asia Private Limited",67064536,"SURF DETERGENT SUN FRESH 12X800G","8/26/2022","SYS15820691",672,720,212,"HPC"
"TGIC",3013461,"KEG Asia Private Limited",67224920,"SIMPLE WBOOST HYDRATING BOOSTER 8X25ML","7/3/2022","SYS15507768",9504,900,439,"HPC"
"TGIC",3013471,"KEG Asia Private Limited",67224920,"SIMPLE WBOOST HYDRATING BOOSTER 8X25ML","7/9/2022","SYS15751276",9504,900,439,"HPC"
"TGIC",3013481,"KEG Asia Private Limited",68669623,"SIMPLE REFRESHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034568",0,720,844,"HPC"
"TGIC",3013501,"KEG Asia Private Limited",68669625,"SIMPLE NOURISHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034584",0,720,797,"HPC"
"TGIC",3013511,"KEG Asia Private Limited",68669625,"SIMPLE NOURISHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034582",0,1095,1052,"HPC"
"TGIC",3013521,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511560",1584,912,394,"HPC"
"TGIC",3013531,"KEG Asia Private Limited",67907150,"LIFEBUOY SHP KUAT&BERKILAU 36X170ML","10/10/2022","SYS15780452",2808,1080,911,"HPC"
"TGIC",3013541,"KEG Asia Private Limited",67907150,"LIFEBUOY SHP KUAT&BERKILAU 36X170ML","10/10/2022","SYS15780453",2808,1095,583,"HPC"
"TGIC",3013551,"KEG Asia Private Limited",68669625,"SIMPLE NOURISHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034581",0,1095,1052,"HPC"
"TGIC",3013551,"KEG Asia Private Limited",68669625,"SIMPLE NOURISHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034581",0,1095,1052,"HPC"
"TGIC",3013561,"KEG Asia Private Limited",67858691,"SIMPLE FC LOT CLN MICELLAR WATER 6X200ML","6/10/2024","UINT0000038785",2376,900,718,"HPC"
"TGIC",3013571,"KEG Asia Private Limited",67373299,"VIM PRO SPRY WINDOW GLASS TH ID 12X520ML","12/24/2021","SYS15737371",480,1095,311,"HPC"
"TGIC",3013581,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15579732",6048,1095,423,"HPC"
"TGIC",3013591,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15579730",6048,910,607,"HPC"
"TGIC",3013601,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15579729",6048,910,607,"HPC"
"TGIC",3014011,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036621",288,1095,936,"HPC"
"TGIC",3014011,"KEG Asia Private Limited",68219334,"LUX SG DREAM DELIGHT ISYTK 2N1 24X250ML","6/23/2023","UINT0000036621A",1152,1095,936,"HPC"
"TGIC",3014021,"KEG Asia Private Limited",67858691,"SIMPLE FC LOT CLN MICELLAR WATER 6X200ML","6/9/2024","UINT0000038779",2376,900,718,"HPC"
"TGIC",3014031,"KEG Asia Private Limited",68219341,"LUX SG SILK SENSATION ISYTK 2N1 24X250ML","6/22/2023","UINT0000036614",2016,1095,936,"HPC"
"TGIC",3014041,"KEG Asia Private Limited",68554358,"LUX HW FREESIA & TEATREE UI 12X220ML","8/23/2023","UINT0000023836",1248,550,389,"HPC"
"TGIC",3014051,"KEG Asia Private Limited",68219341,"LUX SG SILK SENSATION ISYTK 2N1 24X250ML","6/22/2023","UINT0000036615",2016,1095,936,"HPC"
"TGIC",3014061,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15574742",2700,730,217,"HPC"
"TGIC",3014071,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/19/2022","SYS15691550",1008,912,820,"HPC"
"TGIC",3014081,"KEG Asia Private Limited",67064536,"SURF DETERGENT SUN FRESH 12X800G","8/26/2022","SYS15820684",672,720,221,"HPC"
"TGIC",3014091,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15582121",6048,720,374,"HPC"
"TGIC",3014101,"KEG Asia Private Limited",67596902,"PEPSODENT ACTION123 CHARCOAL 144X65G","5/14/2023","SYS15582120",6048,730,398,"HPC"
"TGIC",3014111,"KEG Asia Private Limited",67223659,"SIMPLE WB MICELLAR CLNSG WATER 6X400ML","1/4/2024","UINT0000017134",1758,730,266,"HPC"
"TGIC",3014121,"KEG Asia Private Limited",67064536,"SURF DETERGENT SUN FRESH 12X800G","8/26/2022","SYS15820690",672,720,221,"HPC"
"TGIC",3014131,"KEG Asia Private Limited",68508727,"PONDS BRIGHT BEAUTY TONEUP CREAM 4X3X50G","6/19/2024","UINT0000034490",1440,1095,1031,"HPC"
"TGIC",3014141,"KEG Asia Private Limited",67887786,"SIMPLE LQD HSP HRSPR GENTLE CARE 6X250ML","10/7/2023","UINT0000030865",2256,900,525,"HPC"
"TGIC",3014151,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602504",864,900,812,"HPC"
"TGIC",3014161,"KEG Asia Private Limited",68125797,"SIMPLE KTS MOIST-FACIAL WASH 4X3X50ML","11/17/2022","SYS15599362",4680,1080,881,"HPC"
"TGIC",3014291,"KEG Asia Private Limited",67887786,"SIMPLE LQD HSP HRSPR GENTLE CARE 6X250ML","10/7/2023","UINT0000030868",2256,911,725,"HPC"
"TGIC",3014301,"KEG Asia Private Limited",67740367,"LUX BAR AQUADELIGHT NONAR FBLS 48X170G","4/8/2024","UINT0000036236",5040,730,334,"HPC"
"TGIC",3014321,"KEG Asia Private Limited",67670290,"SIMPLE FACIAL WASH AGE RESISTING 6X150ML","2/6/2024","UINT0000018293",576,540,260,"HPC"
"TGIC",3014331,"KEG Asia Private Limited",67722519,"LUX BAR SILK BLOSOM NONAR FLWBLS 48X170G","6/16/2024","UINT0000036253",5040,900,697,"HPC"
"TGIC",3014341,"KEG Asia Private Limited",67722519,"LUX BAR SILK BLOSOM NONAR FLWBLS 48X170G","6/16/2024","UINT0000036254",5040,730,328,"HPC"
"TGIC",3014351,"KEG Asia Private Limited",68125799,"SIMPLE KTS MICE WATER PO 4X3X45ML","1/7/2023","SYS15622205",4680,1095,912,"HPC"
"TGIC",3014361,"KEG Asia Private Limited",67887786,"SIMPLE LQD HSP HRSPR GENTLE CARE 6X250ML","10/7/2023","UINT0000030879",2256,911,725,"HPC"
"TGIC",3014371,"KEG Asia Private Limited",68669623,"SIMPLE REFRESHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034567",0,720,825,"HPC"
"TGIC",3014371,"KEG Asia Private Limited",68669623,"SIMPLE REFRESHING SHOWER GEL 8X1000ML","11/24/2023","UINT0000034567",0,720,844,"HPC"
"TGIC",3014381,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602507",864,1095,988,"HPC"
"TGIC",3014391,"KEG Asia Private Limited",20256972,"BRYLCREEM STYCRM AD AQUA-OXY UL 24X125ML","11/3/2023","UINT0000025042",2904,1095,276,"HPC"
"TGIC",3014401,"KEG Asia Private Limited",67858691,"SIMPLE FC LOT CLN MICELLAR WATER 6X200ML","6/9/2024","UINT0000038780",2376,900,718,"HPC"
"TGIC",3014411,"KEG Asia Private Limited",67056274,"CLOSE UP DA MENTHOL FRESH UI 60X160G","5/5/2024","UINT0000024527",1200,1080,566,"HPC"
