"warehouse_code","location_id","owner","product_code","description","expiry_date","pallet_id","quantity_on_hand","age","balance_shelve_life_to_expire","product_group"
"TGIC",3113561,"KEG Asia Private Limited",68547388,"DOVE MEN+CARE BWASH ENERGYSPORT 12X650ML","6/9/2024","UINT0000031523",0,730,591,"HPC"
"TGIC",3113571,"KEG Asia Private Limited",68411975,"LIFEBUOY FACE MASK 40X50PC","6/8/2023","SYS15857653A",640,730,314,"HPC"
"TGIC",3113581,"KEG Asia Private Limited",68411975,"LIFEBUOY FACE MASK 40X50PC","6/8/2023","SYS15857654A",640,730,313,"HPC"
"TGIC",3114011,"KEG Asia Private Limited",68565206,"CREAM SILK HC ULTREBORN DAMAGE 24X180ML","12/2/2023","UINT0000037574",1440,900,816,"HPC"
"TGIC",3114021,"KEG Asia Private Limited",68565206,"CREAM SILK HC ULTREBORN DAMAGE 24X180ML","12/18/2023","UINT0000037576",1440,1095,847,"HPC"
"TGIC",3114081,"KEG Asia Private Limited",67467253,"CITRA HBL PEARLY WHITE UV 6X6X120ML","4/13/2022","SYS15783038",3528,720,340,"HPC"
"TGIC",3114081,"KEG Asia Private Limited",68504169,"VASELINE LOTION ALOE SOOTHE 6X400ML","6/21/2023","UINT0000039190",1692,912,812,"HPC"
"TGIC",3114091,"KEG Asia Private Limited",68565206,"CREAM SILK HC ULTREBORN DAMAGE 24X180ML","12/19/2023","UINT0000037578",288,540,504,"HPC"
"TGIC",3114101,"KEG Asia Private Limited",68503521,"MOLTO PEWANGI BLUE 12X820ML NEW","9/27/2022","UINT0000017480",840,912,733,"HPC"
"TGIC",3114101,"KEG Asia Private Limited",68565206,"CREAM SILK HC ULTREBORN DAMAGE 24X180ML","12/2/2023","UINT0000037573",1440,540,504,"HPC"
"TGIC",3114111,"KEG Asia Private Limited",68565206,"CREAM SILK HC ULTREBORN DAMAGE 24X180ML","12/19/2023","UINT0000037577",1440,540,504,"HPC"
"TGIC",3114121,"KEG Asia Private Limited",67106203,"CLOSE UP GREEN ULP RL1 96X50ML","3/6/2024","UINT0000016737",5472,1080,568,"HPC"
"TGIC",3114141,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","5/13/2023","UINT0000039177",2850,720,220,"HPC"
"TGIC",3114151,"KEG Asia Private Limited",67450609,"LIFEBUOY BODY WASH MILDCARE 24X300ML","7/13/2023","SYS15612854",936,1095,242,"HPC"
"TGIC",3114151,"KEG Asia Private Limited",67450609,"LIFEBUOY BODY WASH MILDCARE 24X300ML","7/13/2023","SYS15612853",1056,1095,242,"HPC"
"TGIC",3114161,"KEG Asia Private Limited",68504169,"VASELINE LOTION ALOE SOOTHE 6X400ML","6/21/2023","UINT0000039192",1692,912,813,"HPC"
"TGIC",3114171,"KEG Asia Private Limited",68504169,"VASELINE LOTION ALOE SOOTHE 6X400ML","6/21/2023","UINT0000039191",1692,912,812,"HPC"
"TGIC",3114181,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","6/12/2023","UINT0000039188",3150,720,220,"HPC"
"TGIC",3114191,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","6/12/2023","UINT0000039187",3150,720,220,"HPC"
"TGIC",3114201,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","5/13/2023","UINT0000039184",3150,720,176,"HPC"
"TGIC",3114211,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","5/13/2023","UINT0000039183",3150,720,220,"HPC"
"TGIC",3114221,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","5/13/2023","UINT0000039182",3150,720,220,"HPC"
"TGIC",3114231,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029609",840,900,748,"HPC"
"TGIC",3114241,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029610",840,900,748,"HPC"
"TGIC",3114251,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029611",840,1095,853,"HPC"
"TGIC",3114261,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029612",840,900,748,"HPC"
"TGIC",3114271,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029613",840,730,501,"HPC"
"TGIC",3114281,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029614",840,730,501,"HPC"
"TGIC",3114291,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029615",840,730,501,"HPC"
"TGIC",3114301,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029616",840,730,537,"HPC"
"TGIC",3114311,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029617",840,900,748,"HPC"
"TGIC",3114321,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029618",840,730,537,"HPC"
"TGIC",3114331,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029619",840,900,748,"HPC"
"TGIC",3114341,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029620",840,900,748,"HPC"
"TGIC",3114351,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029621",840,900,748,"HPC"
"TGIC",3114351,"KEG Asia Private Limited",68371050,"LIFEBUOY HANDWASH TOTAL10 UI 12X500ML","2/17/2023","UINT0000029622",36,730,537,"HPC"
"TGIC",3114391,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029952",1440,540,334,"HPC"
"TGIC",3114401,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029954",1440,540,334,"HPC"
"TGIC",3114411,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029955",1440,540,334,"HPC"
"TGIC",3114421,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029956",1440,1825,1546,"HPC"
"TGIC",3114431,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029957",1440,540,334,"HPC"
"TGIC",3114441,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029958",1440,540,334,"HPC"
"TGIC",3114451,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029959",1440,720,520,"HPC"
"TGIC",3114461,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029960",1440,1095,931,"HPC"
"TGIC",3114471,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029961",1440,540,334,"HPC"
"TGIC",3114481,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029962",1200,720,567,"HPC"
"TGIC",3114491,"KEG Asia Private Limited",68429274,"TRESEMME SH KERATIN SMTH UI P/E 12X700ML","10/9/2023","UINT0000029951",180,912,637,"HPC"
"TGIC",3114501,"KEG Asia Private Limited",68509723,"LIFEBUOY SP ANTI HAIRFALL UI 36X170ML","4/14/2024","UINT0000022502",2808,1095,1027,"HPC"
"TGIC",3114511,"KEG Asia Private Limited",68509723,"LIFEBUOY SP ANTI HAIRFALL UI 36X170ML","4/14/2024","UINT0000022501",2808,1095,1027,"HPC"
"TGIC",3114521,"KEG Asia Private Limited",68523885,"PONDS FR EVEN TONE FF 4X3X100G","5/6/2024","UINT0000032327",768,730,594,"HPC"
"TGIC",3114531,"KEG Asia Private Limited",68523885,"PONDS FR EVEN TONE FF 4X3X100G","5/7/2024","UINT0000032335",1968,730,597,"HPC"
"TGIC",3114541,"KEG Asia Private Limited",68429274,"TRESEMME SH KERATIN SMTH UI P/E 12X700ML","10/9/2023","UINT0000029946",720,1095,1003,"HPC"
"TGIC",3114551,"KEG Asia Private Limited",68429274,"TRESEMME SH KERATIN SMTH UI P/E 12X700ML","10/9/2023","UINT0000029945",720,1095,998,"HPC"
"TGIC",3114561,"KEG Asia Private Limited",68429274,"TRESEMME SH KERATIN SMTH UI P/E 12X700ML","10/9/2023","UINT0000029944",720,900,778,"HPC"
"TGIC",3114571,"KEG Asia Private Limited",68429274,"TRESEMME SH KERATIN SMTH UI P/E 12X700ML","10/9/2023","UINT0000029943",720,900,778,"HPC"
"TGIC",3114581,"KEG Asia Private Limited",68429274,"TRESEMME SH KERATIN SMTH UI P/E 12X700ML","10/9/2023","UINT0000029942",720,730,640,"HPC"
"TGIC",3115021,"KEG Asia Private Limited",21148093,"LIFEBUOY BW TOTAL10 BTL 36X100ML","9/5/2023","UINT0000014432",3960,720,154,"HPC"
"TGIC",3115021,"KEG Asia Private Limited",21148093,"LIFEBUOY BW TOTAL10 BTL 36X100ML","4/6/2023","SYS15820259",864,720,154,"HPC"
"TGIC",3115031,"KEG Asia Private Limited",68509725,"LIFEBUOY SP ANTI HAIRFALL UI 8X680ML","5/20/2024","UINT0000033612",800,1095,959,"HPC"
"TGIC",3115051,"KEG Asia Private Limited",67466763,"LUX TS WHITE VELVET 144X80G","9/30/2023","UINT0000017981",9360,1095,606,"HPC"
"TGIC",3115071,"KEG Asia Private Limited",68411482,"DOVE BW 2020UI SENSITIVE SKIN 12X1000ML","7/15/2024","UINT0000037732",0,900,782,"HPC"
"TGIC",3115091,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/19/2022","SYS15780587",1008,720,633,"HPC"
"TGIC",3115101,"KEG Asia Private Limited",67442015,"TRESEMME KRATIN SM CON 12X340ML","10/12/2023","UINT0000025046",492,1095,242,"HPC"
"TGIC",3115101,"KEG Asia Private Limited",67442015,"TRESEMME KRATIN SM CON 12X340ML","10/12/2023","UINT0000025045",1020,1095,242,"HPC"
"TGIC",3115111,"KEG Asia Private Limited",68166803,"LIFEBOUY SHAMPOO STRONG & SHINY 18X340ML","6/4/2023","UINT0000006244",864,1095,938,"HPC"
"TGIC",3115121,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003330",3276,1095,946,"HPC"
"TGIC",3115131,"KEG Asia Private Limited",67482452,"LIFEBUOY BW MATCHA GREENTEA BTL 36X100ML","8/6/2023","UINT0000014430",3492,900,513,"HPC"
"TGIC",3115141,"KEG Asia Private Limited",21182399,"VASELINE ADVANCED REPAIR LOTION 6X200ML","5/13/2023","UINT0000039176",3150,720,220,"HPC"
"TGIC",3115151,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641881",1584,1095,974,"HPC"
"TGIC",3115161,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003331",3276,1095,945,"HPC"
"TGIC",3115171,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003332",3276,1095,945,"HPC"
"TGIC",3115201,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003333",3276,912,571,"HPC"
"TGIC",3115211,"KEG Asia Private Limited",68339748,"LIFEBUOY SHP STRONG&SHINY UI 36X170ML","7/18/2023","UINT0000007503",1872,912,571,"HPC"
"TGIC",3115221,"KEG Asia Private Limited",67800586,"PEARS HW PURE&GTL+MNTCITMIT(TR)12X250ML","3/10/2023","UINT0000032232",1848,720,489,"HPC"
"TGIC",3115231,"KEG Asia Private Limited",68166802,"LIFEBOUY SHAMPOO ANTI HAIRFALL 36X170ML","7/14/2023","UINT0000010892",2808,1095,938,"HPC"
"TGIC",3115241,"KEG Asia Private Limited",20256973,"BRYLCREEM STYCRM LIT AQU-OXY UL 24x125ml","12/16/2022","SYS15686326",3024,1095,219,"HPC"
"TGIC",3115261,"KEG Asia Private Limited",68458252,"CIF CREAM ORGNL BUNDLING BTL 5X3X660G","3/22/2024","UINT0000022210",155,730,382,"HPC"
"TGIC",3115281,"KEG Asia Private Limited",67467251,"CITRA HBL NAT GLOW WHT UV 6X6X120ML","3/24/2022","SYS15748565",2952,720,99,"HPC"
"TGIC",3115291,"KEG Asia Private Limited",67428631,"CITRA GREEN TEA FF CARNATION 4X6X100G","3/2/2023","SYS15748806",24,1095,241,"HPC"
"TGIC",3115291,"KEG Asia Private Limited",67428631,"CITRA GREEN TEA FF CARNATION 4X6X100G","3/2/2023","SYS15748804",24,1095,241,"HPC"
"TGIC",3115291,"KEG Asia Private Limited",67428631,"CITRA GREEN TEA FF CARNATION 4X6X100G","3/2/2023","SYS15748805",2472,1095,241,"HPC"
"TGIC",3115301,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15567437",2700,1095,599,"HPC"
"TGIC",3115311,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15567434",2700,730,217,"HPC"
"TGIC",3115321,"KEG Asia Private Limited",67428446,"CITRA PEARLY WHITE FF CARNATION 4X6X100G","6/29/2022","SYS15748808",3432,1095,241,"HPC"
"TGIC",3115331,"KEG Asia Private Limited",20204866,"VASELINE PET JELLY 6 x 250ML","12/7/2021","SYS15789528",180,900,-9,"HPC"
"TGIC",3115331,"KEG Asia Private Limited",20204866,"VASELINE PET JELLY 6 x 250ML","12/8/2021","SYS15415193",600,900,-8,"HPC"
"TGIC",3115341,"KEG Asia Private Limited",21148072,"LIFEBUOY BW MILDCARE PUMP 12X500ML","7/24/2023","UINT0000009510",528,720,154,"HPC"
"TGIC",3115351,"KEG Asia Private Limited",21148072,"LIFEBUOY BW MILDCARE PUMP 12X500ML","7/24/2023","UINT0000009511",960,720,184,"HPC"
"TGIC",3115361,"KEG Asia Private Limited",21148072,"LIFEBUOY BW MILDCARE PUMP 12X500ML","7/24/2023","UINT0000009512",960,720,154,"HPC"
"TGIC",3115371,"KEG Asia Private Limited",67929097,"LIFEBUOY TS LEMONFRESH DG 144X75G","9/24/2022","SYS15772818",6336,1095,907,"HPC"
"TGIC",3115381,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003335",3276,1095,946,"HPC"
"TGIC",3115391,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003336",3276,912,571,"HPC"
"TGIC",3115401,"KEG Asia Private Limited",68344047,"TRESEMME COND KERATIN SMOOTH UI 12X400ML","9/30/2023","UINT0000029953",1440,540,334,"HPC"
"TGIC",3115411,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/20/2022","SYS15691636",1008,1095,998,"HPC"
"TGIC",3115421,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/20/2022","SYS15691637",1008,720,609,"HPC"
"TGIC",3115431,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/20/2022","SYS15691638",1008,900,775,"HPC"
"TGIC",3115441,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641886",1584,1095,974,"HPC"
"TGIC",3115451,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/20/2022","SYS15691639",1008,720,609,"HPC"
"TGIC",3115461,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641887",1584,912,515,"HPC"
"TGIC",3115471,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511527",1584,912,394,"HPC"
"TGIC",3115481,"KEG Asia Private Limited",68371058,"LIFEBUOY HW MILD CARE UI 36X190ML","2/17/2023","UINT0000022233",1944,900,755,"HPC"
"TGIC",3115491,"KEG Asia Private Limited",62072024,"PEPSODENT WHITE 75GR/144","3/22/2024","UINT0000019966",6048,1080,590,"HPC"
"TGIC",3115501,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602513",864,1095,992,"HPC"
"TGIC",3115511,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/24/2022","SYS15691644",1008,730,541,"HPC"
"TGIC",3115521,"KEG Asia Private Limited",67106575,"CLOSEUP GREEN ULP RL1 36X145ML","5/19/2023","SYS15567436",2700,1080,615,"HPC"
"TGIC",3115531,"KEG Asia Private Limited",68503521,"MOLTO PEWANGI BLUE 12X820ML NEW","9/27/2022","UINT0000017474",840,912,813,"HPC"
"TGIC",3115541,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602515",864,1095,984,"HPC"
"TGIC",3115551,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602516",864,1095,1003,"HPC"
"TGIC",3115561,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602518",864,1095,1003,"HPC"
"TGIC",3115571,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/19/2022","SYS15691488",816,1095,998,"HPC"
"TGIC",3115581,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003342",3276,1095,946,"HPC"
"TGIC",3116021,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602438",864,730,646,"HPC"
"TGIC",3116031,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/21/2022","SYS15602232",864,900,748,"HPC"
"TGIC",3116041,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003326",3276,540,387,"HPC"
"TGIC",3116051,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/21/2022","SYS15602233",864,900,748,"HPC"
"TGIC",3116061,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003327",3276,1095,942,"HPC"
"TGIC",3116071,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602437",864,720,609,"HPC"
"TGIC",3116081,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602505",864,1095,990,"HPC"
"TGIC",3116091,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003328",3276,912,571,"HPC"
"TGIC",3116101,"KEG Asia Private Limited",67442015,"TRESEMME KRATIN SM CON 12X340ML","10/12/2023","UINT0000025044",1512,1095,242,"HPC"
"TGIC",3116111,"KEG Asia Private Limited",68166803,"LIFEBOUY SHAMPOO STRONG & SHINY 18X340ML","6/4/2023","UINT0000006253A",216,1095,938,"HPC"
"TGIC",3116111,"KEG Asia Private Limited",68166803,"LIFEBOUY SHAMPOO STRONG & SHINY 18X340ML","6/4/2023","UINT0000006253",18,730,515,"HPC"
"TGIC",3116121,"KEG Asia Private Limited",67450609,"LIFEBUOY BODY WASH MILDCARE 24X300ML","7/13/2023","SYS15682110",288,1095,242,"HPC"
"TGIC",3116121,"KEG Asia Private Limited",67450609,"LIFEBUOY BODY WASH MILDCARE 24X300ML","7/13/2023","SYS15789113",96,1095,242,"HPC"
"TGIC",3116121,"KEG Asia Private Limited",67450609,"LIFEBUOY BODY WASH MILDCARE 24X300ML","7/13/2023","SYS15789114",48,1095,242,"HPC"
"TGIC",3116121,"KEG Asia Private Limited",67450609,"LIFEBUOY BODY WASH MILDCARE 24X300ML","7/13/2023","SYS15682111",528,1095,242,"HPC"
"TGIC",3116131,"KEG Asia Private Limited",68503521,"MOLTO PEWANGI BLUE 12X820ML NEW","9/27/2022","UINT0000017479",840,912,762,"HPC"
"TGIC",3116151,"KEG Asia Private Limited",68339748,"LIFEBUOY SHP STRONG&SHINY UI 36X170ML","7/18/2023","UINT0000007498",792,912,571,"HPC"
"TGIC",3116161,"KEG Asia Private Limited",67907159,"LIFEBUOY SHP ANTI KETOMBE 36X170ML","10/23/2022","SYS15682113",576,900,728,"HPC"
"TGIC",3116161,"KEG Asia Private Limited",67907159,"LIFEBUOY SHP ANTI KETOMBE 36X170ML","10/23/2022","SYS15682112",2700,720,390,"HPC"
"TGIC",3116181,"KEG Asia Private Limited",68333701,"LIFEBUOY HAND SANITIZER 60X30ML (DG CLASS 3)","7/15/2022","UINT0000001391",11400,900,742,"HPC"
"TGIC",3116211,"KEG Asia Private Limited",67494035,"ZWITSAL BB NAT ALOE VERA PWD 12X300GR","9/29/2023","UINT0000017599",24,1080,513,"HPC"
"TGIC",3116211,"KEG Asia Private Limited",67494035,"ZWITSAL BB NAT ALOE VERA PWD 12X300GR","9/29/2023","UINT0000017598",840,1080,513,"HPC"
"TGIC",3116231,"KEG Asia Private Limited",67800586,"PEARS HW PURE&GTL+MNTCITMIT(TR)12X250ML","3/11/2023","UINT0000032234",1848,900,600,"HPC"
"TGIC",3116251,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","8/6/2023","UINT0000009587",3276,912,571,"HPC"
"TGIC",3116261,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","8/6/2023","UINT0000009588",3276,720,580,"HPC"
"TGIC",3116271,"KEG Asia Private Limited",68503521,"MOLTO PEWANGI BLUE 12X820ML NEW","9/27/2022","UINT0000017477",840,912,813,"HPC"
"TGIC",3116281,"KEG Asia Private Limited",68503521,"MOLTO PEWANGI BLUE 12X820ML NEW","9/27/2022","UINT0000017476",840,912,814,"HPC"
"TGIC",3116291,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","9/23/2023","UINT0000015623",3276,1095,946,"HPC"
"TGIC",3116301,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602508",864,720,609,"HPC"
"TGIC",3116311,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602509",864,1080,924,"HPC"
"TGIC",3116321,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641882",1584,912,740,"HPC"
"TGIC",3116331,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641883",1584,912,515,"HPC"
"TGIC",3116341,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641884",1584,912,515,"HPC"
"TGIC",3116351,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602510",864,1095,984,"HPC"
"TGIC",3116361,"KEG Asia Private Limited",68376019,"LIFEBUOY HWL CARE UI 4X6X8.45OZ/250ML","3/15/2023","SYS15641885",1584,912,515,"HPC"
"TGIC",3116371,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602511",864,730,646,"HPC"
"TGIC",3116381,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602512",864,1095,1003,"HPC"
"TGIC",3116391,"KEG Asia Private Limited",67907161,"LIFEBUOY SHP KUAT&BERKILAU 480X1X9ML","11/4/2022","SYS15562604",9600,1095,817,"HPC"
"TGIC",3116401,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511565",1584,912,394,"HPC"
"TGIC",3116411,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511561",1584,912,394,"HPC"
"TGIC",3116421,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511558",1584,912,394,"HPC"
"TGIC",3116431,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511541",1584,912,394,"HPC"
"TGIC",3116441,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511538",1584,912,394,"HPC"
"TGIC",3116451,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511533",1584,1095,706,"HPC"
"TGIC",3116461,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511531",1584,912,394,"HPC"
"TGIC",3116471,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511526",1584,912,394,"HPC"
"TGIC",3116481,"KEG Asia Private Limited",67584372,"DOVE FACIAL AWA WASH DVFCC-3-EX 24X160ML","12/11/2021","SYS15511534",1584,912,394,"HPC"
"TGIC",3116501,"KEG Asia Private Limited",68166802,"LIFEBOUY SHAMPOO ANTI HAIRFALL 36X170ML","7/14/2023","UINT0000010893",2808,1095,938,"HPC"
"TGIC",3116511,"KEG Asia Private Limited",68166802,"LIFEBOUY SHAMPOO ANTI HAIRFALL 36X170ML","7/14/2023","UINT0000010894",2808,1095,938,"HPC"
"TGIC",3116521,"KEG Asia Private Limited",68166802,"LIFEBOUY SHAMPOO ANTI HAIRFALL 36X170ML","7/14/2023","UINT0000010895",2808,1095,938,"HPC"
"TGIC",3116531,"KEG Asia Private Limited",68339746,"LIFEBUOY SHP A.HRFLL FX UI 36X170ML","5/24/2023","UINT0000003339",3276,912,571,"HPC"
"TGIC",3116541,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602514",864,1095,994,"HPC"
"TGIC",3116551,"KEG Asia Private Limited",68503521,"MOLTO PEWANGI BLUE 12X820ML NEW","9/27/2022","UINT0000017472",840,912,812,"HPC"
"TGIC",3116561,"KEG Asia Private Limited",68442226,"LIFEBUOY ADV AG HAND WASH UI 12X450ML","3/16/2022","SYS15602517",864,1095,995,"HPC"
"TGIC",3116571,"KEG Asia Private Limited",68441809,"LIFEBUOY AG HW SV TTL UI 12X450ML","5/24/2022","SYS15694428",1008,1095,998,"HPC"
